CNPJ;Razao_social;Nome_fantasia;Tipo;Data_abertura;Situacao_cadastral;Data_da_situacao_cadastral;Capital_social;Natureza_juridica;MEI;Logradouro;Numero;Complemento;CEP;Bairro;Municipio;UF;Telefone;Email;Quadro_societario;Atividade_principal;Atividades_secundaria
28536267000117;FDS CONSTRUCAO CIVIL EIRELI;FDS CONSTRUCOES;MATRIZ;30/08/2017;ATIVA;27/05/2019;580000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R ANTONIO MOYSES;264;NONE;13277240;VILA PAGANO;VALINHOS;SP;['1931411999', '1931411990'];contato@fdsconstrucao.com.br;['FRANCISCO DANIEL PEREIRA DA SILVA FREITAS - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4330404 - Serviços de pintura de edifícios em geral'];"['4213800 - Obras de urbanização - ruas, praças e calçadas', '4299599 - Outras obras de engenharia civil não especificadas anteriormente', '4313400 - Obras de terraplenagem', '4321500 - Instalação e manutenção elétrica', '4322301 - Instalações hidráulicas, sanitárias e de gás', '4330403 - Obras de acabamento em gesso e estuque', '4399103 - Obras de alvenaria', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4662100 - Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças', '4679603 - Comércio atacadista de vidros, espelhos, vitrais e molduras', '4679604 - Comércio atacadista especializado de materiais de construção não especificados anteriormente', '4679699 - Comércio atacadista de materiais de construção em geral', '4692300 - Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários', '7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários', '7732201 - Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes', '7732202 - Aluguel de andaimes', '7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador', '7820500 - Locação de mão-de-obra temporária']"
05381281000940;COMERCIAL ELETRICA DW LTDA;NONE;FILIAL;20/07/2012;BAIXADA;30/12/2020;22363296.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;['4730572954', '4730351267'];katia@escoblu.com.br;['HERVE SALMON - Sócio', 'YANNICK JOEL LAPORTE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador', 'ROSA & LEAL PARTICIPACOES E EMPREENDIMENTOS S.A. - Sócio'];NONE;"['4742300 - Comércio varejista de material elétrico', '7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica', '6463800 - Outras sociedades de participação, exceto holdings', '7112000 - Serviços de engenharia', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática']"
27220090000182;LEITURA ALAGOAS LIVRARIA E PAPELARIA LTDA;LEITURA;MATRIZ;03/03/2017;ATIVA;03/03/2017;800000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV COMENDADOR GUSTAVO PAIVA 2990;2990;LOJA 175         ANDAR 1 PISO;57037901;MANGABEIRAS;MACEIO;AL;8231855288;cxcentralalagoas@leitura.com.br;['CLAUDIA VELLOSO PORTELLA TELES - Sócio-Administrador', 'LEANDRO TELES CORREA - Sócio-Administrador', 'CRISTIANO TELES CORREA - Sócio-Administrador', 'BELMIRO TELES CARDOSO DE CARVALHO - Sócio', 'MARCUS TELES CARDOSO DE CARVALHO - Sócio-Administrador', 'GUILHERME ALBERTO LOPES TELLES CARVALHO - Sócio-Administrador'];['4761001 - Comércio varejista de livros'];['4721104 - Comércio varejista de doces, balas, bombons e semelhantes', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4761002 - Comércio varejista de jornais e revistas', '4761003 - Comércio varejista de artigos de papelaria', '4762800 - Comércio varejista de discos, CDs, DVDs e fitas', '4763601 - Comércio varejista de brinquedos e artigos recreativos', '4763602 - Comércio varejista de artigos esportivos', '4789007 - Comércio varejista de equipamentos para escritório', '7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários']
08856788000144;NOVA PLANALTO COMERCIO DE COSMETICOS E PRODUTOS PLASTICOS LTDA;TUPPERWARE;MATRIZ;15/05/2007;ATIVA;15/05/2007;30000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ST SPLM CONJUNTO;03;LOTE 12         LOJA 01;71732030;NUCLEO BANDEIRANTE;BRASILIA;DF;6133413075;NONE;['ARLINDO NOVAIS OLIVEIRA - Sócio-Administrador', 'PAULO SERGIO NOVAIS OLIVEIRA - Sócio-Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria']
30373967000180;FERNANDO COSTA DA SILVA E OUTRO;NONE;MATRIZ;02/01/2018;ATIVA;02/01/2018;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;SIT BELA VISTA;0;NONE;14350000;RURAL;ALTINOPOLIS;SP;['1636651900', '1636651910'];contabilidade@aptuscontabilidade.com.br;['FERNANDO COSTA DA SILVA - Produtor Rural', 'THIAGO ROSA MOREIRA - Produtor Rural'];['0134200 - Cultivo de café'];NONE
05381281001084;COMERCIAL ELETRICA DW LTDA;COMERCIAL ELETRICA DW;FILIAL;03/12/2012;BAIXADA;30/12/2020;22363296.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;NONE;NONE;NONE;NONE;NONE;NONE;NONE;['4133165049', '4133160443'];solange.mathias@eletricadw.com.br;['HERVE SALMON - Sócio', 'YANNICK JOEL LAPORTE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador', 'ROSA & LEAL PARTICIPACOES E EMPREENDIMENTOS S.A. - Sócio'];NONE;"['4742300 - Comércio varejista de material elétrico', '7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica', '6463800 - Outras sociedades de participação, exceto holdings', '7112000 - Serviços de engenharia', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática']"
31750054000106;NEW ELETRIC SERVICOS E COMERCIO EIRELI;NEW ELETRIC SERVICE;MATRIZ;11/10/2018;ATIVA;11/10/2018;110000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R TOYOTA;749;NONE;32689314;DISTRITO INDUSTRIAL JARDIM PIEMONT NORTE;BETIM;MG;3135129000;financeiro@neweletric.com;['EUSTAQUIO ROBERIO DE CARVALHO - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4321500 - Instalação e manutenção elétrica'];['4673700 - Comércio atacadista de material elétrico', '4732600 - Comércio varejista de lubrificantes', '4930203 - Transporte rodoviário de produtos perigosos', '7120100 - Testes e análises técnicas', '7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador']
09005784000115;KISTON RESTAURANTES LTDA.;RASCAL;MATRIZ;12/07/2007;ATIVA;12/07/2007;2480000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R LEOPOLDO COUTO MAGALHAES JUNIOR;831;NONE;04542011;ITAIM BIBI;SAO PAULO;SP;1135767200;vlc@vlcconsultores.com.br;['LIANE RALSTON BIELAWSKI - Sócio', 'ANGEL DOMINGO TESTA - Sócio', 'RATI PARTICIPACOES LTDA. - Sócio', 'BIELSTON PARTICIPACOES LTDA - Sócio', 'RODRIGO MARTIN FERRAIOLE TESTA - Administrador'];['5611201 - Restaurantes e similares'];['5611203 - Lanchonetes, casas de chá, de sucos e similares']
31868757000125;MAX COMERCIO ATACADISTA DE SUBPRODUTOS EIRELI;MAX COMERCIO DE SUBPRODUTOS;MATRIZ;26/10/2018;ATIVA;26/10/2018;95400.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;Q CL 103 LOTE;E8;NONE;72503205;SANTA MARIA;BRASILIA;DF;1781824601;soluti.vendas@gmail.com;['WAGNER DE SOUZA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4637103 - Comércio atacadista de óleos e gorduras'];['4623102 - Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal', '4632001 - Comércio atacadista de cereais e leguminosas beneficiados']
34927582000178;NUTRIAMA LTDA;NUTRIAMA;MATRIZ;15/07/1992;ATIVA;29/05/2004;20000000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R GUANABARA;21;NONE;68908360;PACOVAL;MACAPA;AP;9633124100;fiscal@nutriama.com.br;['ADIOMAR ROBERTO VERONESE - Administrador', 'VERONESE PARTICIPACOES LTDA - Sócio', 'REAL PARTICIPACOES ONE EIRELI - Sócio', 'MARIA DO CARMO DE MENEZES VASQUES - Administrador'];['4691500 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios'];['4693100 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários', '4711302 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados', '4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente', '4632001 - Comércio atacadista de cereais e leguminosas beneficiados', '4631100 - Comércio atacadista de leite e laticínios', '4632003 - Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada', '4637199 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente', '4633802 - Comércio atacadista de aves vivas e ovos', '4634601 - Comércio atacadista de carnes bovinas e suínas e derivados', '4634699 - Comércio atacadista de carnes e derivados de outros animais', '4634603 - Comércio atacadista de pescados e frutos do mar', '4635401 - Comércio atacadista de água mineral', '4635402 - Comércio atacadista de cerveja, chope e refrigerante', '4637101 - Comércio atacadista de café torrado, moído e solúvel', '4637102 - Comércio atacadista de açúcar', '4637103 - Comércio atacadista de óleos e gorduras', '4637104 - Comércio atacadista de pães, bolos, biscoitos e similares', '4637105 - Comércio atacadista de massas alimentícias', '4623109 - Comércio atacadista de alimentos para animais', '4637107 - Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes', '4639702 - Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada', '4646001 - Comércio atacadista de cosméticos e produtos de perfumaria', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4721103 - Comércio varejista de laticínios e frios', '4721104 - Comércio varejista de doces, balas, bombons e semelhantes', '4722901 - Comércio varejista de carnes - açougues', '4723700 - Comércio varejista de bebidas', '4724500 - Comércio varejista de hortifrutigranjeiros', '4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional', '5021102 - Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia', '6810202 - Aluguel de imóveis próprios']
31978612000187;RTT INFORMATICA E TELECOMUNICACOES LTDA;RTT TELECOM;MATRIZ;12/04/1988;ATIVA;28/08/2004;200000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV ROMA;192;NONE;21041060;BONSUCESSO;RIO DE JANEIRO;RJ;['2133288872', '2133264445'];rtt@rtt.com.br;['TATIANA MAZZA DE CASTRO LARRAONA - Sócio', 'LUIZ ANTONIO MOTTA DOS SANTOS - Sócio-Administrador'];['4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática'];['4752100 - Comércio varejista especializado de equipamentos de telefonia e comunicação', '6110803 - Serviços de comunicação multimídia - SCM', '6110801 - Serviços de telefonia fixa comutada - STFC', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente']
10851290000130;CARAM EDITORES - EIRELI;ARRAES EDITORES;MATRIZ;25/05/2009;ATIVA;25/05/2009;95400.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;AV NOSSA SENHORA DO CARMO;1650;LOJA 29A;30330000;SAO PEDRO;BELO HORIZONTE;MG;3132727672;contabilidadesigma@contabilidadesigma.com;['RENATO SOUZA E SILVA CARAM - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['5811500 - Edição de livros'];['4761001 - Comércio varejista de livros', '8599699 - Outras atividades de ensino não especificadas anteriormente']
43364785000194;TRANSMOBIL ELETROELETRONICA INDUSTRIA E COMERCIO LTDA;NONE;MATRIZ;24/10/1972;ATIVA;19/10/2002;120000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R RUA ATILIO BISCUOLA;343;NONE;13290000;CAPIVARI;LOUVEIRA;SP;['1938780616', '1938780711'];adriana@transmobil.com.br;['ODAIR AVANCO - Sócio-Administrador', 'ADRIANA AVANCO SINISCALCHI - Sócio-Administrador'];['2732500 - Fabricação de material elétrico para instalações em circuito de consumo'];NONE
06913480000168;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;MATRIZ;15/07/2004;ATIVA;15/07/2004;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV ARMANDO RAGONHA;190;NONE;13481316;VILLAGE LIMEIRA;LIMEIRA;SP;['1934467548', '1934467400'];renato.ribeiro@dimensional.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['3312102 - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle', '3313901 - Manutenção e reparação de geradores, transformadores e motores elétricos', '3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente', '3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente', '3321000 - Instalação de máquinas e equipamentos industriais', '4321500 - Instalação e manutenção elétrica', '4530705 - Comércio a varejo de pneumáticos e câmaras-de-ar', '4642702 - Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4651601 - Comércio atacadista de equipamentos de informática', '4651602 - Comércio atacadista de suprimentos para informática', '4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação', '4665600 - Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças', '4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças', '4672900 - Comércio atacadista de ferragens e ferramentas', '4742300 - Comércio varejista de material elétrico', '4744001 - Comércio varejista de ferragens e ferramentas', '4744003 - Comércio varejista de materiais hidráulicos', '4744099 - Comércio varejista de materiais de construção em geral', '4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática', '4754703 - Comércio varejista de artigos de iluminação', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4782201 - Comércio varejista de calçados', '5250801 - Comissaria de despachos', '6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis', '6462000 - Holdings de instituições não-financeiras', '7112000 - Serviços de engenharia', '8599604 - Treinamento em desenvolvimento profissional e gerencial']"
45782083000156;COMERCIAL AGRICOLA CAMPINAS LTDA;NONE;MATRIZ;05/11/1974;ATIVA;03/11/2005;500000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;ROD DOM PEDRO I - SP65;KM140;GP2 BOX 18 E 19      PB2 BOX 06;13082902;CEASA-CENTRAIS DE ABASTECIMENTOS DE CAMPINAS;CAMPINAS;SP;1937461261;carlos@crgrupo.com.br;['MARCOS DEGAIL ROSSI - Sócio-Administrador', 'CARLOS ALBERTO ROSSI - Sócio-Administrador', 'ROGERIO CESAR ROSSI - Sócio-Administrador', 'JOSE AMADEU ROSSI - Sócio-Administrador'];['4633801 - Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos'];NONE
11453489000173;NEO-PLASTIC FILMES E EMBALAGENS PLASTICAS LTDA;NEOPLASTIC;MATRIZ;11/01/2010;ATIVA;11/01/2010;250000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R BENEDITO FERNANDES;545;CONJ 1013;04746110;SANTO AMARO;SAO PAULO;SP;1144431005;contabil@neoplastic.com.br;['ANTONIO SERGIO HURTADO - Sócio-Administrador', 'TIRRIN GROUP LTD. - Sócio Pessoa Jurídica Domiciliado no Exterior'];['8211300 - Serviços combinados de escritório e apoio administrativo'];['8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente']
06913480000249;DIMENSIONAL BRASIL SOLUCOES LTDA;DIMENSIONAL;FILIAL;15/07/2004;ATIVA;15/07/2004;216970752.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV NOSSA SENHORA DA GLORIA;999;SALA 201;27920360;PRAIA CAMPISTA;MACAE;RJ;['2121959200', '2221059000'];maria.moreira@centelhabrasil.com.br;['ROSA & LEAL PATICIPACOES E EMPREEDIMENTOS LTDA - Sócio', 'HERVE SALMON - Sócio-Administrador', 'ERIC MICHEL FOURCINE - Administrador', 'DANIEL TOLEDO - Administrador', 'DANIELE DE CASSIA TOLEDO - Administrador'];['4742300 - Comércio varejista de material elétrico'];['4673700 - Comércio atacadista de material elétrico']
46044053003554;NORTEL SUPRIMENTOS INDUSTRIAIS LTDA;NORTEL ELETRICIDADE S/A;FILIAL;25/01/2007;ATIVA;25/01/2007;290536290.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R CORONEL MESSIAS;315;QUADRA15         LOTE 172/173          LOT RECREIO IPITANGA;42700130;CAJI;LAURO DE FREITAS;BA;['1921027700', '1921027790'];janaina.bovolenta@nortel.com.br;['CARLOS ALBERTO BERGAMO - Administrador', 'SONEPAR SOUTH AMERICA PARTICIPACOES LTDA - Sócio', 'HERVE SALMON - Sócio', 'MARCOS ROCHA DE OLIVEIRA - Administrador'];['4672900 - Comércio atacadista de ferragens e ferramentas'];['4673700 - Comércio atacadista de material elétrico', '4679699 - Comércio atacadista de materiais de construção em geral', '8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente']
12599947000140;PRISTALE CONFECCAO E COMERCIO DE ARTIGOS DE COURO LTDA.;NONE;MATRIZ;28/09/2010;ATIVA;28/09/2010;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R DA BATATA;112;BOX  24         BOX  26;21011020;PENHA CIRCULAR;RIO DE JANEIRO;RJ;['2125842322', '2198900311'];pristalebolsas@yahoo.com.br;['LEONARDO ARY MAGALHAES CID - Sócio-Administrador'];['1529700 - Fabricação de artefatos de couro não especificados anteriormente'];['1412601 - Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida']
